1,プライム・ビデオ,,
1,レンタル・購入,,
1,ウォッチリスト,,
1,ビデオライブラリ,,
1,どこでも視聴,,
2,Amazon Music Unlimited,,
2,Prime Music,,
2,ミュージックライブラリ,,
2,デジタルミュージック,,
2,CD・レコード,,
3,アプリ,,
3,ゲーム,,
3,Fire対応アプリ,,
3,Amazonコイン,,
3,Amazonアプリ,,
3,アプリライブラリと端末の管理,,
4,Echo Dot,,
4,Echo,,
4,Echo Plus,,
4,Alexaスキルガイド,,
4,Alexaスマートホーム,,
4,Amazon Music Unlimited,,
5,Fire 7,,
5,Fire HD 8,,
5,Fire HD 10,,
5,Fire タブレットアクセサリ,,
5,プライムフォト,,
5,Amazon Drive,,
5,Kindle本,,
5,Amazonビデオ,,
5,デジタルミュージック,,
5,アプリ・ゲーム,,
5,端末とコンテンツの管理,,
6,Fire TV Stick,,
6,Fire TV 4K対応,,
6,Amazon Fire TV,,
6,Amazon Fire TVゲームコントローラー,,
6,Primeビデオ,,
6,Amazonビデオ,,
6,Fire TV用アプリ,,
6,プライムフォト,,
7,Kindle,,
7,Kindle Paperwhite,,
7,Kindle Paperwhite マンガモデル,,
7,Kindle Voyage,,
7,Kindle Oasis,,
7,Kindle アクセサリ,,
7,Kindle本,,
7,Kindleコミック,,
7,Kindle洋書,,
7,Kindle Unlimited,,
7,Prime Reading,,
7,Kindleオーナー ライブラリー,,
7,Kindle無料アプリ,,
7,Kindle Cloud Reader,,
7,コンテンツと端末の管理,,
8,すべてのAmazonフレッシュ,,
8,野菜,,
8,果物,,
8,精肉・肉加工品,,
8,生鮮魚介類・水産加工品,,
8,豆腐・納豆・こんにゃく・練り製品,,
8,卵・乳製品・チーズ,,
8,パン・シリアル・ジャム,,
8,スイーツ・スナック菓子,,
8,冷凍食品,,
8,水・ソフトドリンク・飲料,,
8,お酒・ワイン・日本酒,,
8,専門店グルメ,,
8,ビューティー（化粧品・美容）,,
8,ドラッグストア,,
8,過去に購入した商品,,
8,お買いものリスト,,
9,本,,
9,洋書,,
9,コミック,,
9,雑誌,,
9,単行本,,
9,文庫,,
9,新書,,
9,絵本・児童書,,
9,新刊・予約,,
9,まとめ買い・セット本,,
9,アウトレット本,,
9,中古本（古本・古書）,,
9,買取サービス,,
9,Kindle本,,
9,Kindleコミック,,
9,Kindle洋書,,
9,Kindle Unlimited,,
9,Prime Reading,,
9,Audible オーディオブック,,
9,1か月間 無料体験,,
10,DVD,,
10,ブルーレイ,,
10,Amazonビデオ,,
10,ミュージック,,
10,デジタルミュージック,,
10,楽器,,
10,テレビゲーム,,
10,PCゲーム,,
10,ゲームダウンロード,,
10,買取サービス,,
11,キッチン家電,,
11,生活家電,,
11,理美容家電,,
11,空調・季節家電,,
11,照明,,
11,大型家電,,
11,すべての家電,,
11,カメラ・ビデオカメラ,,
11,アクションカメラ,,
11,双眼鏡・望遠鏡・光学機器,,
11,携帯電話・スマートフォン,,
11,テレビ・レコーダー,,
11,オーディオ,,
11,イヤホン・ヘッドホン,,
11,ウェアラブルデバイス,,
11,アクセサリ,,
11,すべてのカメラ・AV機器,,
11,中古カメラ・ビデオカメラ,,
11,中古AV機器・携帯電話,,
11,すべての中古,,
11,Amazon Launchpad,,
11,買取サービス,,
11,Alexaスマートホーム,,
12,パソコン・タブレット,,
12,ディスプレイ・モニター,,
12,プリンター・インク,,
12,キーボード・マウス・入力機器,,
12,無線LAN・ネットワーク機器,,
12,PCパーツ・CPU・内蔵HDD,,
12,外付けドライブ・ストレージ,,
12,SD・microSDカード・USBメモリ,,
12,PCアクセサリ・記録メディア,,
12,ゲーミングPC・関連アクセサリ,,
12,すべてのパソコン・周辺機器,,
12,ビジネス・オフィス,,
12,セキュリティ,,
12,画像・映像制作,,
12,PCゲーム,,
12,ダウンロード版,,
12,PCソフト定期購入,,
12,すべてのPCソフト,,
12,文具・学用品,,
12,事務用品,,
12,筆記具,,
12,ノート・メモ帳,,
12,手帳・カレンダー,,
12,オフィス家具,,
12,オフィス機器,,
12,すべての文房具・オフィス用品,,
13,キッチン用品・食器,,
13,インテリア・雑貨,,
13,カーペット・カーテン・クッション,,
13,家具,,
13,収納用品・収納家具,,
13,布団・枕・シーツ,,
13,掃除・洗濯・バス・トイレ,,
13,防犯・防災,,
13,家電,,
13,手芸・画材,,
13,すべてのホーム＆キッチン,,
13,電動工具,,
13,作業工具,,
13,リフォーム,,
13,ガーデニング,,
13,エクステリア,,
13,すべてのDIY・工具,,
13,ペット用品・ペットフード,,
14,食品・グルメ,,
14,お米・麺・パン・シリアル,,
14,調味料・スパイス,,
14,スイーツ・お菓子,,
14,水・ソフトドリンク,,
14,コーヒー・お茶,,
14,おとなセレクト,,
14,Nipponストア(ご当地グルメ・特産品),,
14,ヤスイイね・お買い得情報,,
14,Dash Button (ダッシュボタン),,
14,Amazonフレッシュ,,
14,Amazonパントリー,,
14,Amazon定期おトク便,,
14,出前特集,,
14,ビール・発泡酒,,
14,ワイン,,
14,日本酒,,
14,焼酎,,
14,梅酒,,
14,洋酒・リキュール,,
14,チューハイ・カクテル,,
14,ノンアルコール飲料,,
14,すべてのお酒,,
14,Amazonソムリエ,,
15,医薬品,,
15,ヘルスケア・衛生用品,,
15,コンタクトレンズ,,
15,サプリメント,,
15,ダイエット,,
15,シニアサポート・介護,,
15,おむつ・おしりふき,,
15,日用品 (掃除・洗濯・キッチン),,
15,ドラッグストアへ,,
15,Dash Button (ダッシュボタン),,
15,Amazonパントリー,,
15,Amazon定期おトク便,,
15,ヘアケア・スタイリング,,
15,スキンケア,,
15,メイクアップ・ネイル,,
15,バス・ボディケア,,
15,オーラルケア,,
15,男性化粧品・シェービング,,
15,ラグジュアリービューティー,,
15,ナチュラル・オーガニック,,
15,ドクターズコスメ,,
15,トライアルキット,,
15,ブランド一覧,,
15,ビューティーストアへ,,
16,ベビー＆マタニティ,,
16,おもちゃ,,
16,絵本・児童書,,
16,Amazonファミリー,,
16,ホビー,,
16,楽器,,
17,レディース,,
17,メンズ,,
17,キッズ＆ベビー,,
17,バッグ・スーツケース,,
17,スポーツウェア＆シューズ,,
18,自転車,,
18,アウトドア,,
18,釣り,,
18,フィットネス・トレーニング,,
18,ゴルフ,,
18,スポーツウェア＆シューズ,,
18,すべてのスポーツ＆アウトドア,,
19,カー用品,,
19,バイク用品,,
19,自動車&バイク車体,,
19,DIY・工具,,
19,安全・保護用品,,
19,工業機器,,
19,研究開発用品,,
19,衛生・清掃用品,,
19,すべての産業・研究開発用品,,
20,Amazon Mastercard,,
20,クレジットカード＆保険ストア,,
20,パートナーポイントプログラム,,
20,Amazonポイント,,
